url,owner_id,project_name,image_count,
https://api.github.com/repos/mvs-live/metaverse,33484718,metaverse,1,
https://api.github.com/repos/CTS-NL/CTS-NL.github.io,6449969,CTS-NL.github.io,1,"A simple way to start the webiste ""If you want to start the site with docker compose"". The compose uses an existing image, and start it with a long command, which might not be trivial when using just a command line?"
https://api.github.com/repos/mrllama123/nwen304-project3-team-sweet,8972773,nwen304-project3-team-sweet,1,"``added a docker compose for [easier] development"". To run the databse, you need to simply run ""docker-compose up"". To stop the datbase, you need to simply run ""docker-compose down"""
https://api.github.com/repos/circleci/circleci-docs,84389,circleci-docs,1,they add support to docker-compose
https://api.github.com/repos/keboola/sklik-extractor,7113,sklik-extractor,1,It's used to setup the environment and to run  test suit
https://api.github.com/repos/charlie59/non-texas-2,6306955,non-texas-2,1,Removed
https://api.github.com/repos/tobegit3hub/seagull,1822124,seagull,1,"For easy installation. Either run ""docker run -d -p 10086:10086 -v /var/run/docker.sock:/var/run/docker.sock tobegit3hub/seagull"" or just ""docker-compose up -d ."""
https://api.github.com/repos/ElderByte-/ngx-jwt-auth,7973188,ngx-jwt-auth,1,Removed
https://api.github.com/repos/devopspatterns/devopspatterns.github.io,38267878,devopspatterns.github.io,1,Compose is removed
https://api.github.com/repos/sinnerschrader/patternplate,400993,patternplate,1,
https://api.github.com/repos/savoirfairelinux/num2words,1116987,num2words,1,
https://api.github.com/repos/TulevaEE/epis-service,33246369,epis-service,1,Removed
https://api.github.com/repos/itJunky/web-tasker.py,922910,web-tasker.py,1,
https://api.github.com/repos/dongri/line-bot-sdk-go,1875259,line-bot-sdk-go,1,"When they supported docker, they added dockerfile and docker-compose"
https://api.github.com/repos/VonC/b2d,226677,b2d,1,
https://api.github.com/repos/slidewiki/nlp-service,11122400,nlp-service,1,
https://api.github.com/repos/mattdavis90/base10,1988038,base10,1,They use an image from dockerhub (their own image) and change certain environment variables
https://api.github.com/repos/cahirwpz/wifire-os,33240,wifire-os,1,Compose is removed
https://api.github.com/repos/wolvespack/alcor,38714324,alcor,1,
https://api.github.com/repos/TulevaEE/onboarding-service,33246369,onboarding-service,1,"They use an official image, which they tweak by changing the port and adding certain environment variables"
https://api.github.com/repos/hypery2k/galenframework-cli,42858,galenframework-cli,1,
https://api.github.com/repos/rolobio/pgpydict,568658,pgpydict,1,
https://api.github.com/repos/a25kk/dhp,5715828,dhp,1,
https://api.github.com/repos/joaothallis/joaothallis.github.io,33734958,joaothallis.github.io,1,Compose is removed
https://api.github.com/repos/Tournia/tournia-site,7228835,tournia-site,1,
https://api.github.com/repos/kovarp/hellofront,7785382,hellofront,1,Removed
https://api.github.com/repos/fosojs/cdn,8613861,cdn,1,
https://api.github.com/repos/zuzucheFE/guido,34881921,guido,1,
https://api.github.com/repos/dyzhxsl3897/goliveiptv,2003100,goliveiptv,1,
https://api.github.com/repos/TeamHypersomnia/Hypersomnia,15965949,Hypersomnia,1,
https://api.github.com/repos/bird-house/flyingpigeon,5098869,flyingpigeon,1,
https://api.github.com/repos/sketch7/ssv-au-ui-dojo,11426960,ssv-au-ui-dojo,1,
https://api.github.com/repos/smartystreets/smartystreets-php-sdk,55453,smartystreets-php-sdk,1,"An example of how difficult it is to understand the goal of adding docker-compose. They just indicate in the commit message the following: ""Added docker-compose.yml."""
https://api.github.com/repos/buildkite-plugins/s3-secrets-buildkite-plugin,16167054,s3-secrets-buildkite-plugin,1,The compose is used for testing
https://api.github.com/repos/ClouDesire/janine,2823763,janine,1,They use a dockerhub image and change its port
https://api.github.com/repos/nickrttn/watt-next,5406036,watt-next,1,"""added docker-compose.yml for easy MongoDB development"""
https://api.github.com/repos/evernym/sovrin-client-rust,6217561,sovrin-client-rust,1,
https://api.github.com/repos/IDCI-Consulting/NotificationApiClientBundle,393551,NotificationApiClientBundle,1,
https://api.github.com/repos/lovasoa/whitebophir,765421,whitebophir,1,
https://api.github.com/repos/nituchao/nituchao.com,901972,nituchao.com,1,
https://api.github.com/repos/tctc91/angular2-wordpress-portfolio,1541313,angular2-wordpress-portfolio,1,"""Provide docker deployment support for separate environments"""
https://api.github.com/repos/hackerspace-silesia/HackSilesia,1992459,HackSilesia,1,"""Docker support added"""
https://api.github.com/repos/andersfugmann/aws-s3,342729,aws-s3,1,
,,,,
,,,,
,,,,
,,,,"With Docker Compose you can easily configure, install, and upgrade your Docker-based GitLab installation:"
